2002
0.000, 0.000, 0.000, 0.000, 0.500, 0.000
0.010, 0.017, 0.000, 0.000, 0.500, 0.000
0.020, 0.033, 0.002, 0.000, 0.500, 0.000
0.030, 0.050, 0.004, 0.000, 0.500, 0.000
0.039, 0.067, 0.008, 0.000, 0.500, 0.000
0.048, 0.083, 0.012, 0.000, 0.500, 0.000
0.057, 0.100, 0.018, 0.000, 0.500, 0.000
0.066, 0.117, 0.024, 0.000, 0.501, 0.000
0.074, 0.133, 0.031, 0.000, 0.501, 0.000
0.081, 0.150, 0.039, 0.000, 0.501, 0.000
0.088, 0.167, 0.048, 0.000, 0.501, 0.000
0.094, 0.183, 0.057, 0.000, 0.501, 0.000
0.099, 0.200, 0.068, 0.000, 0.502, 0.000
0.103, 0.217, 0.079, 0.000, 0.502, 0.000
0.107, 0.233, 0.090, 0.000, 0.502, 0.000
0.110, 0.250, 0.102, 0.000, 0.503, 0.000
0.111, 0.267, 0.115, 0.000, 0.503, 0.000
0.112, 0.283, 0.128, 0.000, 0.503, 0.000
0.112, 0.300, 0.141, 0.000, 0.504, 0.000
0.111, 0.317, 0.155, 0.000, 0.504, 0.000
0.108, 0.333, 0.168, 0.000, 0.504, 0.000
0.104, 0.350, 0.182, 0.000, 0.505, 0.000
0.100, 0.367, 0.196, 0.000, 0.505, 0.000
0.094, 0.383, 0.210, 0.000, 0.505, 0.000
0.087, 0.400, 0.224, 0.000, 0.506, 0.000
0.079, 0.417, 0.237, 0.000, 0.506, 0.000
0.070, 0.433, 0.251, 0.000, 0.506, 0.000
0.059, 0.450, 0.263, 0.000, 0.507, 0.000
0.048, 0.467, 0.276, 0.000, 0.507, 0.000
0.035, 0.483, 0.288, 0.000, 0.507, 0.000
0.021, 0.500, 0.299, 0.000, 0.507, 0.000
0.006, 0.517, 0.310, 0.000, 0.508, 0.000
-0.009, 0.533, 0.320, 0.000, 0.508, 0.000
-0.026, 0.550, 0.329, 0.000, 0.508, 0.000
-0.044, 0.567, 0.337, 0.000, 0.508, 0.000
-0.062, 0.583, 0.344, 0.000, 0.509, 0.000
-0.082, 0.600, 0.351, 0.000, 0.509, 0.000
-0.102, 0.617, 0.356, 0.000, 0.509, 0.000
-0.123, 0.633, 0.360, 0.000, 0.509, 0.000
-0.144, 0.650, 0.362, 0.000, 0.509, 0.000
-0.166, 0.667, 0.364, 0.000, 0.509, 0.000
-0.189, 0.683, 0.364, 0.000, 0.509, 0.000
-0.212, 0.700, 0.363, 0.000, 0.509, 0.000
-0.235, 0.717, 0.360, 0.000, 0.509, 0.000
-0.259, 0.733, 0.356, 0.000, 0.509, 0.000
-0.283, 0.750, 0.350, 0.000, 0.509, 0.000
-0.306, 0.767, 0.343, 0.000, 0.509, 0.000
-0.330, 0.783, 0.334, 0.000, 0.508, 0.000
-0.354, 0.800, 0.324, 0.000, 0.508, 0.000
-0.377, 0.817, 0.313, 0.000, 0.508, 0.000
-0.401, 0.833, 0.299, 0.000, 0.507, 0.000
-0.423, 0.850, 0.284, 0.000, 0.507, 0.000
-0.446, 0.867, 0.268, 0.000, 0.507, 0.000
-0.467, 0.883, 0.250, 0.000, 0.506, 0.000
-0.488, 0.900, 0.231, 0.000, 0.506, 0.000
-0.508, 0.917, 0.210, 0.000, 0.505, 0.000
-0.528, 0.933, 0.188, 0.000, 0.505, 0.000
-0.546, 0.950, 0.164, 0.000, 0.504, 0.000
-0.563, 0.967, 0.139, 0.000, 0.503, 0.000
-0.579, 0.983, 0.112, 0.000, 0.503, 0.000
-0.594, 1.000, 0.085, 0.000, 0.502, 0.000
-0.607, 1.017, 0.056, 0.000, 0.501, 0.000
-0.619, 1.033, 0.026, 0.000, 0.501, 0.000
-0.630, 1.050, -0.005, 0.000, 0.500, 0.000
-0.639, 1.067, -0.037, 0.000, 0.499, 0.000
-0.646, 1.083, -0.070, 0.000, 0.498, 0.000
-0.652, 1.100, -0.104, 0.000, 0.497, 0.000
-0.656, 1.117, -0.139, 0.000, 0.497, 0.000
-0.657, 1.133, -0.174, 0.000, 0.496, 0.000
-0.657, 1.150, -0.209, 0.000, 0.495, 0.000
-0.656, 1.167, -0.246, 0.000, 0.494, 0.000
